stroke_team,stroke_type,admissions,proportion_of_all_with_ivt,proportion_of_all_with_mt,proportion_of_mt_with_ivt,proportion1_of_all_with_onset_known_ivt,proportion2_of_mask1_with_onset_to_arrival_on_time_ivt,proportion3_of_mask2_with_arrival_to_scan_on_time_ivt,proportion4_of_mask3_with_onset_to_scan_on_time_ivt,proportion5_of_mask4_with_enough_time_to_treat_ivt,proportion6_of_mask5_with_treated_ivt,lognorm_mu_onset_arrival_mins_ivt,lognorm_sigma_onset_arrival_mins_ivt,lognorm_mu_arrival_scan_arrival_mins_ivt,lognorm_sigma_arrival_scan_arrival_mins_ivt,lognorm_mu_scan_needle_mins_ivt,lognorm_sigma_scan_needle_mins_ivt,proportion1_of_all_with_onset_known_mt,proportion2_of_mask1_with_onset_to_arrival_on_time_mt,proportion3_of_mask2_with_arrival_to_scan_on_time_mt,proportion4_of_mask3_with_onset_to_scan_on_time_mt,proportion5_of_mask4_with_enough_time_to_treat_mt,proportion6_of_mask5_with_treated_mt,lognorm_mu_onset_arrival_mins_mt,lognorm_sigma_onset_arrival_mins_mt,lognorm_mu_arrival_scan_arrival_mins_mt,lognorm_sigma_arrival_scan_arrival_mins_mt,lognorm_mu_scan_puncture_mins_mt,lognorm_sigma_scan_puncture_mins_mt
Bradford and Airedale SU,nlvo,384.0,0.05381944444444445,0.00043402777777777775,0.0,0.4270833333333333,0.540650406504065,0.9210526315789473,0.7673469387755102,1.0,0.300531914893617,4.596419186041144,0.541220711201513,3.9796914835946637,0.8109178764212167,3.917696700359348,0.5237812238458066,0.4270833333333333,0.7164634146341463,0.9730496453900709,0.8615160349854227,0.9847715736040609,0.0,4.891581571204322,0.7054460578330896,4.240813944616576,0.9696377833593063,,
Bradford and Airedale SU,other,74.0,0.0,0.0,,0.4797297297297297,0.755868544600939,0.9503105590062112,0.8104575163398693,1.0,0.0,4.573798537057881,0.49939310195980513,3.83567744014828,0.7424077412666064,,,0.4797297297297297,0.8826291079812206,0.9893617021276596,0.9516129032258065,0.9943502824858758,0.0,4.7510669150072316,0.6382713539102345,3.8872237371218312,1.010716099408535,,
Bronglais Hospital,lvo,18.0,0.3888888888888889,0.009259259259259259,1.0,0.8888888888888888,0.6458333333333334,1.0,0.967741935483871,1.0,0.65,4.773942346600016,0.565088948189273,1.7679829181690592,1.032543130203499,3.708424645323978,0.5088257113846864,0.8888888888888888,0.78125,1.0,0.9733333333333334,1.0,0.0136986301369863,4.945185103002351,0.6411924757006228,1.8802369246122812,1.1499507431182974,6.877296071497428,
Bronglais Hospital,nlvo,64.66666666666667,0.22938144329896906,0.0,,0.8608247422680413,0.44610778443113774,0.9798657718120806,0.910958904109589,1.0,0.6466165413533834,4.749389672914392,0.546230534932907,2.3026533858985814,1.3029667569042054,3.5971690693560547,0.5816864897767965,0.8608247422680413,0.6137724550898204,0.9853658536585366,0.9257425742574258,0.983957219251337,0.0,5.053091377761407,0.6879159336735317,2.625993587786071,1.445720179460218,,
Bronglais Hospital,other,12.666666666666666,0.0,0.0,,0.9210526315789473,0.5142857142857142,1.0,0.7777777777777778,1.0,0.0,4.684957151285805,0.6803296719290872,2.7832719157177497,1.448731387991782,,,0.9210526315789473,0.7285714285714285,0.9803921568627451,0.86,1.0,0.0,5.04302222506908,0.8079113614155977,3.13062072401541,1.5403842003904649,,
Broomfield Hospital,lvo,85.83333333333333,0.20388349514563106,0.027184466019417475,0.5714285714285714,0.5864077669902913,0.7748344370860927,0.9914529914529915,0.9612068965517241,1.0,0.4484304932735426,4.578470431380774,0.4422345619921982,2.67610443181265,0.8254817906216595,3.3540072318408147,0.6554099713185183,0.5864077669902913,0.9139072847682119,1.0,0.9710144927536232,1.0,0.048507462686567165,4.762645143126628,0.6004606449469794,2.8288226114302275,0.9818112494912696,5.051116618557804,0.908345789408019
Broomfield Hospital,nlvo,310.5,0.08964036500268384,0.001610305958132045,0.3333333333333333,0.5405260332796564,0.5292949354518371,0.9924953095684803,0.8865784499054821,1.0,0.3411513859275053,4.679934233510679,0.5866504722033633,2.9402122613153243,0.9305374458605646,3.4529408917386504,0.6191800938310857,0.5405260332796564,0.6812313803376365,0.9985422740524781,0.9372262773722628,0.9937694704049844,0.003134796238244514,4.937743188256691,0.7124409434063652,3.164110138117433,1.0404980396473813,6.070967022206965,1.2183179291817172
Broomfield Hospital,other,47.5,0.0,0.0,,0.6175438596491228,0.7159090909090909,0.9920634920634921,0.936,1.0,0.0,4.59405496759947,0.536271798003539,2.9521652762487567,0.9136434451439227,,,0.6175438596491228,0.8806818181818182,0.9935483870967742,0.9545454545454546,0.9863945578231292,0.0,4.8290154905475084,0.6932412153477538,3.032947204412552,1.0018920341955186,,
Calderdale Royal Hospital,lvo,136.83333333333334,0.3264311814859927,0.023142509135200974,0.7368421052631579,0.6382460414129111,0.7767175572519084,0.9778869778869779,0.9773869346733668,1.0,0.6658097686375322,4.416218913991724,0.5773492587709207,2.4682831070180624,0.9896225365635916,3.323243966078664,0.6375037433397752,0.6382460414129111,0.8797709923664122,0.9804772234273319,0.9756637168141593,0.9931972789115646,0.04337899543378995,4.575751127968489,0.7005028349270348,2.601482400537702,1.1074282458630493,5.270206901764629,0.7368126007970138
Calderdale Royal Hospital,nlvo,409.0,0.09494702526487367,0.0016299918500407497,0.75,0.5040749796251018,0.5715440582053355,0.9292786421499293,0.9025875190258752,1.0,0.3760539629005059,4.5500633600206015,0.6542359139738942,2.8410584635346643,1.1230870300713447,3.358930219535563,0.6787502775342995,0.5040749796251018,0.7396928051738076,0.9617486338797814,0.9068181818181819,0.9824561403508771,0.003826530612244898,4.833486189697003,0.7820795012991087,3.26134970129155,1.3466683605626857,5.201520454022966,0.2964998189435081
Calderdale Royal Hospital,other,72.33333333333333,0.0,0.0,,0.6105990783410138,0.7509433962264151,0.9597989949748744,0.9214659685863874,1.0,0.0,4.4982390440681135,0.4906860172877099,2.7767829126951904,0.9714394197165933,,,0.6105990783410138,0.8528301886792453,0.9690265486725663,0.9452054794520548,1.0,0.0,4.654464987009263,0.6309968544445308,2.956548116009753,1.1306541647335069,,
Charing Cross Hospital HASU,lvo,61.5,0.3875338753387534,0.25745257452574527,0.6631578947368421,0.7831978319783198,0.7750865051903114,1.0,0.96875,1.0,0.6405529953917051,4.558553356276739,0.5278373767922158,2.9094528512578557,0.8407995103054177,2.754391996871724,0.9903668240694025,0.7831978319783198,0.9065743944636678,1.0,0.9885496183206107,1.0,0.3474903474903475,4.734663815181569,0.6537863381799383,2.917097289879986,0.9248406183487621,4.853716190140735,0.6506967649296167
Charing Cross Hospital HASU,nlvo,390.8333333333333,0.11471215351812367,0.011940298507462687,0.5714285714285714,0.6490405117270789,0.44940867279894875,0.9883040935672515,0.908284023668639,1.0,0.3973941368078176,4.680337680768239,0.49535620104311295,3.109740749341973,0.8083824079038133,2.7114772478105436,0.9681792671661965,0.6490405117270789,0.5768725361366623,0.9965831435079726,0.9748571428571429,0.9906213364595545,0.03076923076923077,4.926418107199287,0.643384967713703,3.0066174084201784,1.133807364485978,4.889579349278624,0.9783468051137332
Charing Cross Hospital HASU,other,59.333333333333336,0.0,0.0,,0.6713483146067416,0.5606694560669456,1.0,0.9850746268656716,1.0,0.0,4.573802906883578,0.5183872016591529,3.1385766539373345,0.8568976829219994,,,0.6713483146067416,0.7238493723849372,0.9942196531791907,0.9767441860465116,0.9821428571428571,0.0,4.856500876133504,0.7018810757753838,2.9418371411895192,1.226487236199213,,
Chesterfield Royal,lvo,102.0,0.23529411764705882,0.00980392156862745,0.8333333333333334,0.7222222222222222,0.748868778280543,0.9788519637462235,0.9660493827160493,1.0,0.4472843450479233,4.475484794567767,0.506430691862471,2.399710470709329,1.2026527702865868,3.9839403237193536,0.4872739184584095,0.7222222222222222,0.8393665158371041,0.9919137466307277,0.9782608695652174,0.9916666666666667,0.01680672268907563,4.618532393393311,0.6346846435170568,2.560601162610301,1.2859339882514156,5.116973644707561,0.5005233643452883
Chesterfield Royal,nlvo,343.8333333333333,0.047988366456616575,0.0,,0.5453223460979156,0.5608888888888889,0.9540412044374009,0.840531561461794,1.0,0.19367588932806323,4.595979844234039,0.5463427873033834,2.8958971257941,1.4629604509560004,3.96537943716468,0.5826100165882333,0.5453223460979156,0.7164444444444444,0.9714640198511166,0.933588761174968,0.9917920656634747,0.0,4.859969740097208,0.7024194220377403,3.179945779333144,1.5019950173321674,,
Chesterfield Royal,other,65.33333333333333,0.0,0.0,,0.5739795918367347,0.7244444444444444,0.9693251533742331,0.9177215189873418,1.0,0.0,4.544962327227356,0.5591783553780824,2.473902907212903,1.3667225698841543,,,0.5739795918367347,0.8355555555555556,0.973404255319149,0.9562841530054644,0.9885714285714285,0.0,4.712420323144079,0.6777092319808691,2.6260440571846346,1.449874522723026,,
Colchester General Hospital,lvo,101.66666666666667,0.27704918032786885,0.027868852459016394,0.7058823529411765,0.7639344262295082,0.6866952789699571,0.990625,0.9242902208201893,1.0,0.5563139931740614,4.6513588528361,0.5020954086410692,2.9405788434404423,0.6868110636218459,3.2441731563334244,0.5463886947582974,0.7639344262295082,0.8111587982832618,0.9947089947089947,0.9840425531914894,0.9891891891891892,0.04644808743169399,4.826535741851589,0.6228956977315886,3.0105883801656463,0.743299953368786,5.7942492618303545,0.4728144426305595
Colchester General Hospital,nlvo,325.0,0.0641025641025641,0.0,,0.7235897435897436,0.4861800141743444,0.9708454810495627,0.8123123123123123,1.0,0.22181146025878004,4.790553710634542,0.4130365198397529,3.4553296193737015,0.902746293672535,3.2902375503544916,0.4855593990555892,0.7235897435897436,0.6654854712969526,0.9893503727369543,0.9214208826695371,0.9801401869158879,0.0,5.065680943947285,0.5837946669392822,3.630374377353603,0.9904350772193479,,
Colchester General Hospital,other,77.16666666666667,0.0,0.0,,0.8012958963282938,0.6495956873315364,0.975103734439834,0.8893617021276595,1.0,0.0,4.676391577700435,0.42722990707995673,3.321695785386418,0.8541344784586642,,,0.8012958963282938,0.8005390835579514,0.9865319865319865,0.9692832764505119,0.9894366197183099,0.0,4.883949840659435,0.5835724290431964,3.4439180201213264,0.9467483720866587,,
Countess of Chester Hospital,lvo,66.5,0.3358395989974937,0.07518796992481203,0.7333333333333333,0.7694235588972431,0.762214983713355,0.9957264957264957,0.9656652360515021,1.0,0.5822222222222222,4.466551527516954,0.46653467129296783,2.8916132493377833,0.7795992904782014,3.563084917721002,0.6431326361117342,0.7694235588972431,0.8827361563517915,0.996309963099631,0.9888888888888889,0.9962546816479401,0.10150375939849623,4.644301428372553,0.627000855958115,2.940577427866397,0.8197891388112721,5.229150860020461,0.3073778795441515
Countess of Chester Hospital,nlvo,188.0,0.07180851063829788,0.0008865248226950354,0.0,0.6897163120567376,0.487146529562982,0.9102902374670184,0.8521739130434782,1.0,0.2687074829931973,4.624746860980905,0.6061483305386539,3.4315215337974614,0.9394583466023321,3.7234342209002165,0.6251696129615436,0.6897163120567376,0.6542416452442159,0.9430255402750491,0.9041666666666667,0.9746543778801844,0.002364066193853428,4.938025044968531,0.7543689532143084,3.6909464860428103,1.0739449124166396,5.4638318050256105,
Countess of Chester Hospital,other,50.666666666666664,0.0,0.0,,0.7664473684210527,0.776824034334764,0.9779005524861878,0.8700564971751412,1.0,0.0,4.5561982422897085,0.5473768170121944,2.9828241821831116,1.003528979010396,,,0.7664473684210527,0.8412017167381974,0.9897959183673469,0.9896907216494846,1.0,0.0,4.647052124404118,0.6152813219096149,3.070215324949618,1.088234338229497,,
Cumberland Infirmary,lvo,57.166666666666664,0.3119533527696793,0.008746355685131196,1.0,0.8338192419825073,0.7307692307692307,0.9808612440191388,0.9219512195121952,1.0,0.5555555555555556,4.423228730608879,0.5259859199226885,3.154571840144715,0.8419038511346261,3.8079715594975876,0.849855349518003,0.8338192419825073,0.8461538461538461,0.9793388429752066,0.9789029535864979,0.9913793103448276,0.013043478260869565,4.611396265131037,0.6850279380844638,3.2340693822373803,0.8906492060334287,5.4932110378892345,0.1691917011511385
Cumberland Infirmary,nlvo,277.1666666666667,0.10763680096211665,0.0,,0.746241731809982,0.5777598710717163,0.9260808926080892,0.8539156626506024,1.0,0.30687830687830686,4.623229634383479,0.5622680171811759,3.482495008451687,0.9266218939284951,3.7016450919702533,0.5492938503563084,0.746241731809982,0.7381144238517324,0.9454148471615721,0.9203233256351039,0.9874529485570891,0.0,4.884567055882741,0.7085828092425835,3.6949116940653317,1.0145326069084541,,
Cumberland Infirmary,other,41.666666666666664,0.0,0.0,,0.756,0.708994708994709,0.9701492537313433,0.9,1.0,0.0,4.628191946331215,0.4906372112221601,3.1707259553633835,0.9079946007405771,,,0.756,0.8783068783068783,0.963855421686747,0.9625,0.9935064935064936,0.0,4.847382056663599,0.6356909512592478,3.355963401139283,1.0150764873314035,,
Darent Valley Hospital,lvo,46.166666666666664,0.26714801444043323,0.036101083032490974,0.5,0.6750902527075813,0.7486631016042781,0.9928571428571429,0.9784172661870504,1.0,0.5367647058823529,4.434722854110559,0.6237608259354667,3.021658967740929,0.7327685664634873,3.561741783640152,0.8275101551404178,0.6750902527075813,0.8609625668449198,0.9937888198757764,0.98125,1.0,0.05732484076433121,4.605313834425026,0.7336494594364141,3.079358757963882,0.7237045478010437,5.6292498085192175,0.7367486115401559
Darent Valley Hospital,nlvo,240.16666666666666,0.09299097848716169,0.0006939625260235947,1.0,0.5593337959750173,0.607940446650124,0.9714285714285714,0.8403361344537815,1.0,0.3175,4.628910694536396,0.5640104683438971,3.520652143018303,0.9031001867370501,3.6843410765177045,0.6460947938433566,0.5593337959750173,0.7642679900744417,0.9886363636363636,0.9359605911330049,0.987719298245614,0.0017761989342806395,4.872292962249004,0.7001591478274546,3.6700674565561715,0.9817427939158762,5.568344503761097,
Darent Valley Hospital,other,38.333333333333336,0.0,0.0,,0.5652173913043478,0.8307692307692308,0.9537037037037037,0.883495145631068,1.0,0.0,4.533453900535972,0.8226458716425558,3.262349776528853,0.8261128196505565,,,0.5652173913043478,0.9153846153846154,0.9831932773109243,0.9572649572649573,1.0,0.0,4.652494963417152,0.8703371244000694,3.3972207452309413,0.9356575981035501,,
Derriford Hospital,lvo,101.83333333333333,0.2864157119476268,0.16202945990180032,0.42424242424242425,0.806873977086743,0.691683569979716,0.9882697947214076,0.973293768545994,1.0,0.5274390243902439,4.5376902837009965,0.46882077331775523,2.680070188947563,0.9589951391876552,3.36560555071722,0.6210768780131104,0.806873977086743,0.8356997971602435,0.9951456310679612,0.9926829268292683,0.9926289926289926,0.2103960396039604,4.757792001505855,0.6493469772522187,2.6894104326019717,1.0235893781188212,5.231597292268502,0.816798754995679
Derriford Hospital,nlvo,446.1666666666667,0.0825550989914083,0.012327231976092642,0.18181818181818182,0.7284273440418378,0.46512820512820513,0.918412348401323,0.8811524609843937,1.0,0.29427792915531337,4.704547941886966,0.5250060648048572,2.900637830654551,1.1159186882671701,3.5113831337411097,0.7364598589449215,0.7284273440418378,0.6384615384615384,0.9534136546184739,0.9157540016849199,0.9880404783808647,0.0260707635009311,5.007788594939248,0.6765578990081768,3.1666112152534858,1.293764544697842,5.157858928122934,0.740846516613821
Derriford Hospital,other,97.16666666666667,0.0,0.0,,0.7427101200686106,0.6674364896073903,0.9550173010380623,0.9130434782608695,1.0,0.0,4.6414285653942,0.5074386484906773,2.9969264202754706,1.0057336417791172,,,0.7427101200686106,0.7944572748267898,0.9709302325581395,0.9700598802395209,0.9969135802469136,0.0,4.828465799386814,0.637540863048427,3.1134593218983464,1.1056898424554555,,
Doncaster Royal Infirmary,lvo,90.33333333333333,0.20848708487084872,0.012915129151291513,0.5714285714285714,0.5701107011070111,0.6893203883495146,0.9906103286384976,0.9715639810426541,1.0,0.5463414634146342,4.447773860145089,0.5831537458760482,2.7742454434402415,0.9555819452284262,3.330670633148472,0.7987915193013465,0.5701107011070111,0.8511326860841424,0.9885931558935361,0.9807692307692307,1.0,0.027450980392156862,4.704389736698425,0.7511957719848446,2.8976487397328983,1.0009589668217114,4.512745701899816,0.6249277093068123
Doncaster Royal Infirmary,nlvo,318.5,0.06802721088435375,0.0010465724751439038,1.0,0.4589220303506018,0.5781071835803877,0.9723865877712031,0.8701825557809331,1.0,0.29836829836829837,4.567005044391705,0.5434010506625401,3.30624561836149,1.0879537167019893,3.4012426303863013,0.5710948759326866,0.4589220303506018,0.7639680729760547,0.9791044776119403,0.9344512195121951,0.9869494290375204,0.003305785123966942,4.868532779379837,0.7180490994556884,3.524930672955854,1.1051159493306815,5.290023964745838,0.3216330797128515
Doncaster Royal Infirmary,other,53.833333333333336,0.0,0.0,,0.5077399380804953,0.6707317073170732,0.9636363636363636,0.8584905660377359,1.0,0.0,4.621298730392566,0.507733168194645,3.323939387519584,0.9945020070858818,,,0.5077399380804953,0.8109756097560976,0.9924812030075187,0.9772727272727273,0.9844961240310077,0.0,4.822204659538761,0.6430823878360324,3.5134872539500104,1.0375335272145947,,
Dorset County Hospital,lvo,66.33333333333333,0.2814070351758794,0.017587939698492462,0.42857142857142855,0.6934673366834171,0.8405797101449275,0.9698275862068966,0.9288888888888889,1.0,0.5263157894736842,4.483695059337622,0.7909247751136751,3.2316778073051036,0.8062656348373068,3.560465177517933,0.6406061566468155,0.6934673366834171,0.9347826086956522,0.9806201550387597,0.9762845849802372,0.9959514170040485,0.024390243902439025,4.6152192180406555,0.8488134065252652,3.3537409138625005,0.8780370703782584,5.301579692815001,0.36207131763557915
Dorset County Hospital,nlvo,253.5,0.05982905982905983,0.0,,0.537146614069691,0.5177478580171359,0.8959810874704491,0.7915567282321899,1.0,0.29333333333333333,4.739987833541962,0.4727946150589749,3.5707100481607355,0.968914227158724,3.4880128678495765,0.7516137088222724,0.537146614069691,0.7074663402692778,0.9446366782006921,0.8663003663003663,0.985200845665962,0.0,5.033460747536584,0.6410119147081687,3.9127949937826108,1.0714350980677234,,
Dorset County Hospital,other,55.0,0.0,0.0,,0.5454545454545454,0.7277777777777777,0.9694656488549618,0.8740157480314961,1.0,0.0,4.611091562779968,0.6012456401154695,3.2315654608778313,1.0814508324544732,,,0.5454545454545454,0.8277777777777777,0.9731543624161074,0.9655172413793104,1.0,0.0,4.760235006973844,0.6964660657696675,3.3079813874868327,1.0935539307285809,,
East Surrey Hospital,lvo,78.5,0.23142250530785563,0.050955414012738856,0.6666666666666666,0.7558386411889597,0.8623595505617978,1.0,0.9348534201954397,1.0,0.36585365853658536,4.478567753936248,0.4558922717154487,3.611748593931565,0.5331386535901695,3.5435758750867734,0.724638839733329,0.7558386411889597,0.949438202247191,1.0,0.985207100591716,1.0,0.06606606606606606,4.5969734881940125,0.5760574887994964,3.6204624212730363,0.5438285595095155,5.274289170041131,0.46388561422182173
East Surrey Hospital,nlvo,342.8333333333333,0.05055906660184735,0.0019445794846864365,0.5,0.6699076324744774,0.6233671988388969,0.9639115250291036,0.8405797101449275,1.0,0.14655172413793102,4.598493224051457,0.4681930770000399,3.86183769071425,0.6332547173903308,3.5536563301824766,0.6007452184904054,0.6699076324744774,0.7772133526850508,0.9803921568627451,0.9476190476190476,0.9869346733668342,0.004073319755600814,4.838186871747079,0.6450907909859891,3.9556026908673125,0.6882833392148986,5.612469075460264,0.5254372404717754
East Surrey Hospital,other,71.5,0.0,0.0,,0.7086247086247086,0.7730263157894737,0.9617021276595744,0.8761061946902655,1.0,0.0,4.459471058352576,0.5898879288500023,3.786643977315524,0.6274826172610909,,,0.7086247086247086,0.8848684210526315,0.9851301115241635,0.9584905660377359,0.9960629921259843,0.0,4.622551437018743,0.7023565242586445,3.871959576426894,0.7383622513380179,,
Eastbourne District General Hospital,lvo,80.0,0.23333333333333334,0.0,,0.6354166666666666,0.8688524590163934,0.9924528301886792,0.9809885931558935,1.0,0.4263565891472868,4.5161274275088745,0.5488160242971932,2.8202788038566537,0.7734225597099569,3.857706895486457,0.5299414289927625,0.6354166666666666,0.9606557377049181,0.9931740614334471,0.9965635738831615,1.0,0.0,4.638776991304472,0.6467222754844171,2.835559901565863,0.7565207478815821,,
Eastbourne District General Hospital,nlvo,285.0,0.044444444444444446,0.0,,0.583625730994152,0.593186372745491,0.9949324324324325,0.9507640067911715,1.0,0.13214285714285715,4.629866845882433,0.5192452338468209,3.1045248104503664,0.7423023114930063,3.756043217115454,0.5201277631343272,0.583625730994152,0.7565130260521042,1.0,0.976158940397351,0.9864314789687924,0.0,4.882370662688098,0.6716953561266271,3.1724750070388548,0.7889273296996971,,
Eastbourne District General Hospital,other,55.666666666666664,0.0,0.0,,0.625748502994012,0.7464114832535885,0.9935897435897436,0.967741935483871,1.0,0.0,4.572671438812371,0.6188216915923662,3.0649583223503756,0.8247934104138012,,,0.625748502994012,0.8803827751196173,0.9945652173913043,0.9726775956284153,0.9887640449438202,0.0,4.7601434458281915,0.7274746446782181,3.127955182371177,0.9033327305153263,,
Epsom Hospital,lvo,39.666666666666664,0.17647058823529413,0.037815126050420166,0.6666666666666666,0.8697478991596639,0.7246376811594203,0.9733333333333334,0.9726027397260274,1.0,0.2887323943661972,4.340958254498267,0.4344599231173963,3.486943808340377,0.4887972109093803,3.472700337211333,0.6032440753926611,0.8697478991596639,0.8405797101449275,0.9827586206896551,0.9824561403508771,0.9940476190476191,0.05389221556886228,4.543937094681053,0.6524853195217344,3.5342187243894734,0.5600532467600714,5.079694317813128,0.22321730223891242
Epsom Hospital,nlvo,171.5,0.06025267249757046,0.0009718172983479105,0.0,0.8824101068999028,0.4790748898678414,0.9425287356321839,0.8780487804878049,1.0,0.17222222222222222,4.520476211839691,0.5459062071562609,3.6252210135349614,0.657548325877725,3.482749390947437,0.807181426958964,0.8824101068999028,0.6255506607929515,0.9683098591549296,0.9509090909090909,0.9847036328871893,0.001941747572815534,4.821282560105586,0.7292091188160438,3.750451757914778,0.7728832362491089,5.3471075307174685,
Epsom Hospital,other,39.333333333333336,0.0,0.0,,0.8728813559322034,0.5922330097087378,0.9754098360655737,0.8823529411764706,1.0,0.0,4.518773090676127,0.5489752308151787,3.5644971731418873,0.8210066812590684,,,0.8728813559322034,0.7135922330097088,1.0,0.9387755102040817,0.9782608695652174,0.0,4.748561536343312,0.7190550136169614,3.6737565614668894,0.9419092705884851,,
Fairfield General Hospital,lvo,197.0,0.21996615905245348,0.017766497461928935,0.5238095238095238,0.7411167512690355,0.567351598173516,0.9919517102615694,0.9655172413793104,1.0,0.5441176470588235,4.57854113859951,0.5060847625038306,2.2744693597612073,1.1398906403065756,3.4695219224120737,0.6396640397999467,0.7411167512690355,0.6894977168949772,0.9950331125827815,0.978369384359401,0.9880952380952381,0.03270223752151463,4.803477195326797,0.6729135984317917,2.3773307933281234,1.2311375624240815,5.009842877585509,0.4792172831986164
Fairfield General Hospital,nlvo,614.6666666666666,0.07836225596529284,0.0,,0.5859544468546638,0.38361869504858864,0.9867310012062727,0.9083129584352079,1.0,0.38627187079407804,4.703858575421201,0.4954900447430784,2.5387848939627764,1.2828054594125158,3.552475355073287,0.5371937263484748,0.5859544468546638,0.5400277649236465,0.9922879177377892,0.9455958549222798,0.982648401826484,0.0,5.029780989027843,0.6681311990534076,2.685181945222364,1.4451573881773996,,
Fairfield General Hospital,other,112.16666666666667,0.0,0.0,,0.6864784546805349,0.5606060606060606,0.9806949806949807,0.9330708661417323,1.0,0.0,4.643875192288634,0.4124672905749959,2.5578184339579018,1.1603069696055939,,,0.6864784546805349,0.7142857142857143,0.9939393939393939,0.9603658536585366,1.0,0.0,4.8992184930975,0.6159129486547145,2.683827187410067,1.3017004039988824,,
Frimley Park Hospital,lvo,43.666666666666664,0.42366412213740456,0.08396946564885496,0.7272727272727273,0.7290076335877863,0.8900523560209425,0.9941176470588236,0.9526627218934911,1.0,0.6645962732919255,4.4952335865415005,0.509465358035363,2.896200529575243,0.8464742875121181,3.367250590005148,0.7224584915832752,0.7290076335877863,0.9581151832460733,0.994535519125683,0.9835164835164835,0.994413407821229,0.11797752808988764,4.5893360836603225,0.6007621528076753,2.9146152167861525,0.885663121156677,5.130005496688524,0.7070677507122536
Frimley Park Hospital,nlvo,336.5,0.11292719167904904,0.0009905894006934125,0.5,0.671124318969787,0.5151291512915129,0.9498567335243553,0.8763197586726998,1.0,0.37865748709122204,4.602315153636476,0.5897275718785623,3.2622895865244845,0.967607473533878,3.395596290330757,0.6697247855942866,0.671124318969787,0.666420664206642,0.9756367663344407,0.923950056753689,0.9889434889434889,0.0012422360248447205,4.87733636885992,0.7315697528592043,3.4745969619189396,1.087886645319716,4.941642422609304,
Frimley Park Hospital,other,51.333333333333336,0.0,0.0,,0.6493506493506493,0.64,0.96875,0.9112903225806451,1.0,0.0,4.557140003257446,0.675000714991368,3.0917250793925946,0.9914781369024809,,,0.6493506493506493,0.765,0.9738562091503268,0.9395973154362416,0.9857142857142858,0.0,4.759188894658219,0.7742570896464294,3.2230171210321474,1.1026242679795946,,
Furness General Hospital,lvo,43.333333333333336,0.17692307692307693,0.05384615384615385,0.2857142857142857,0.65,0.7751479289940828,0.9694656488549618,0.9606299212598425,1.0,0.3770491803278688,4.359368369599525,0.4899356939979867,3.2794928925511617,0.876751088659786,3.79183283952987,0.7784313379777984,0.65,0.8757396449704142,0.9864864864864865,0.9657534246575342,0.9929078014184397,0.08571428571428572,4.524099994290123,0.6542012994573602,3.393135871328793,0.9519550539845203,4.818145998037447,0.7653380790762002
Furness General Hospital,nlvo,140.5,0.08896797153024912,0.0,,0.5788849347568209,0.5963114754098361,0.979381443298969,0.8105263157894737,1.0,0.30735930735930733,4.4643430016064,0.6575430475448507,3.6915034764781387,0.8522155057479728,3.9297270988967776,0.5834416717014361,0.5788849347568209,0.7459016393442623,0.989010989010989,0.9555555555555556,0.9912790697674418,0.0,4.737769832834266,0.8067338603758789,3.786417370138896,0.8626406012201941,,
Furness General Hospital,other,26.0,0.0,0.0,,0.6217948717948718,0.7835051546391752,0.9342105263157895,0.8591549295774648,1.0,0.0,4.609600973021093,0.5167774652648951,3.4802697661983335,1.0143430216752014,,,0.6217948717948718,0.9278350515463918,0.9777777777777777,0.9545454545454546,0.9761904761904762,0.0,4.789935120512302,0.6390212840984132,3.6638796465732444,1.1171373486233187,,
Glan Clwyd District General Hospital,lvo,67.33333333333333,0.3094059405940594,0.0024752475247524753,1.0,0.9207920792079208,0.5026881720430108,0.9893048128342246,0.9243243243243243,1.0,0.7251461988304093,4.543134764040049,0.5424777140646886,3.4531994495807554,0.6797540635082168,3.6688715845933833,0.571981122370492,0.9207920792079208,0.6612903225806451,0.9796747967479674,0.9336099585062241,0.9911111111111112,0.004484304932735426,4.863194768193708,0.7471411212662161,3.581975284929396,0.7409408076517836,5.313205979041788,
Glan Clwyd District General Hospital,nlvo,203.5,0.11711711711711711,0.000819000819000819,0.0,0.9623259623259623,0.3029787234042553,0.9185393258426966,0.8776758409785933,1.0,0.4843205574912892,4.650281846148651,0.5533621020336076,3.716186934335024,0.7064914181550754,3.6198326852385856,0.5401990316142141,0.9623259623259623,0.47319148936170213,0.9316546762589928,0.8436293436293436,0.9794050343249427,0.002336448598130841,5.074574748875503,0.7272831468869071,4.070444149495757,0.8886587808680361,6.269096283706261,
Glan Clwyd District General Hospital,other,41.333333333333336,0.0,0.0,,0.9395161290322581,0.49356223175965663,0.9478260869565217,0.8532110091743119,1.0,0.0,4.6503898393938705,0.4806450381492277,3.7326927459832877,0.6149904138132872,,,0.9395161290322581,0.6223175965665236,0.993103448275862,0.9236111111111112,0.9924812030075187,0.0,4.8922613493230385,0.6445918429516297,3.9721988390417664,0.8062752649104361,,
